id,titolo_breve,production_id,dcTitle,from,to,datetext,luogo_nome,luogo_id,edificio_nome,edificio_id,composizione_nome,composizione_id,fullpath
58692,Baal,,Baal,1986-03-26,1986-03-26,26/03/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/26-03-1986 Baal (58692)
58693,Baal,,Baal,1986-03-27,1986-03-27,27/03/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/27-03-1986 Baal (58693)
58694,Baal,,Baal,1986-03-28,1986-03-28,28/03/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/28-03-1986 Baal (58694)
58695,Cirano,,Cirano,1986-04-09,1986-04-09,09/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/09-04-1986 Cirano (58695)
58696,Cirano,,Cirano,1986-04-10,1986-04-10,10/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/10-04-1986 Cirano (58696)
58697,Cirano,,Cirano,1986-04-11,1986-04-11,11/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/11-04-1986 Cirano (58697)
58698,Cirano,,Cirano,1986-04-12,1986-04-12,12/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/12-04-1986 Cirano (58698)
58699,Cirano,,Cirano,1986-04-13,1986-04-13,13/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/13-04-1986 Cirano (58699)
58700,Cirano,,Cirano,1986-04-14,1986-04-14,14/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/14-04-1986 Cirano (58700)
58701,Cirano,,Cirano,1986-04-15,1986-04-15,15/04/1986,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/15-04-1986 Cirano (58701)
58702,Ernani,,Ernani,1985-01-02,1985-01-02,02/01/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1844 Ernani,70711,/Recite/02-01-1985 Ernani (58702)
58703,Ernani,,Ernani,1985-01-04,1985-01-04,04/01/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1844 Ernani,70711,/Recite/04-01-1985 Ernani (58703)
58704,Rinaldo,,Rinaldo,1985-02-05,1985-02-05,05/02/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/05-02-1985 Rinaldo (58704)
58705,Rinaldo,,Rinaldo,1985-02-07,1985-02-07,07/02/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/07-02-1985 Rinaldo (58705)
58706,Rinaldo,,Rinaldo,1985-02-09,1985-02-09,09/02/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/09-02-1985 Rinaldo (58706)
58707,Tosca,,Tosca,1985-02-26,1985-02-26,26/02/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1900 Tosca,69374,/Recite/26-02-1985 Tosca (58707)
58708,Tosca,,Tosca,1985-02-28,1985-02-28,28/02/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1900 Tosca,69374,/Recite/28-02-1985 Tosca (58708)
58709,Samson et Dalila,,Samson et Dalila,1985-03-08,1985-03-08,08/03/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1877 Samson et Dalila,69431,/Recite/08-03-1985 Samson et Dalila (58709)
58710,Samson et Dalila,,Samson et Dalila,1985-03-10,1985-03-10,10/03/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1877 Samson et Dalila,69431,/Recite/10-03-1985 Samson et Dalila (58710)
58711,Il barbiere di Siviglia,,Il barbiere di Siviglia,1985-04-01,1985-04-01,01/04/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1816 Il barbiere di Siviglia,69389,/Recite/01-04-1985 Il barbiere di Siviglia (58711)
58712,Il barbiere di Siviglia,,Il barbiere di Siviglia,1985-04-03,1985-04-03,03/04/1985,Reggio Emilia,187,Teatro Municipale Valli,8715,1816 Il barbiere di Siviglia,69389,/Recite/03-04-1985 Il barbiere di Siviglia (58712)
58713,L'aquila a due teste,,L'aquila a due teste,1984-11-01,1984-11-01,01/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/01-11-1984 L'aquila a due teste (58713)
58714,L'aquila a due teste,,L'aquila a due teste,1984-11-02,1984-11-02,02/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/02-11-1984 L'aquila a due teste (58714)
58715,L'aquila a due teste,,L'aquila a due teste,1984-11-03,1984-11-03,03/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/03-11-1984 L'aquila a due teste (58715)
58716,L'aquila a due teste,,L'aquila a due teste,1984-11-04,1984-11-04,04/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/04-11-1984 L'aquila a due teste (58716)
58717,L'aquila a due teste,,L'aquila a due teste,1984-11-05,1984-11-05,05/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/05-11-1984 L'aquila a due teste (58717)
58718,Divorziamo!,,Divorziamo!,1984-11-07,1984-11-07,07/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/07-11-1984 Divorziamo! (58718)
58719,Divorziamo!,,Divorziamo!,1984-11-08,1984-11-08,08/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/08-11-1984 Divorziamo! (58719)
58720,Divorziamo!,,Divorziamo!,1984-11-09,1984-11-09,09/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/09-11-1984 Divorziamo! (58720)
58721,Divorziamo!,,Divorziamo!,1984-11-10,1984-11-10,10/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/10-11-1984 Divorziamo! (58721)
58722,Divorziamo!,,Divorziamo!,1984-11-11,1984-11-11,11/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/11-11-1984 Divorziamo! (58722)
58723,Divorziamo!,,Divorziamo!,1984-11-11,1984-11-11,11/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/11-11-1984 Divorziamo! (58723)
58724,La governante,,La governante,1984-11-20,1984-11-20,20/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/20-11-1984 La governante (58724)
58725,La governante,,La governante,1984-11-21,1984-11-21,21/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/21-11-1984 La governante (58725)
58726,La governante,,La governante,1984-11-22,1984-11-22,22/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/22-11-1984 La governante (58726)
58727,La governante,,La governante,1984-11-23,1984-11-23,23/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/23-11-1984 La governante (58727)
58728,La governante,,La governante,1984-11-24,1984-11-24,24/11/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/24-11-1984 La governante (58728)
58729,Pane altrui,,Pane altrui,1984-12-05,1984-12-05,05/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/05-12-1984 Pane altrui (58729)
58730,Pane altrui,,Pane altrui,1984-12-06,1984-12-06,06/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/06-12-1984 Pane altrui (58730)
58731,Pane altrui,,Pane altrui,1984-12-07,1984-12-07,07/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/07-12-1984 Pane altrui (58731)
58732,Pane altrui,,Pane altrui,1984-12-08,1984-12-08,08/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/08-12-1984 Pane altrui (58732)
58733,Pane altrui,,Pane altrui,1984-12-09,1984-12-09,09/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/09-12-1984 Pane altrui (58733)
58734,Il misantropo,,Il misantropo,1984-12-12,1984-12-12,12/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/12-12-1984 Il misantropo (58734)
58735,Il misantropo,,Il misantropo,1984-12-13,1984-12-13,13/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/13-12-1984 Il misantropo (58735)
58736,Il misantropo,,Il misantropo,1984-12-14,1984-12-14,14/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/14-12-1984 Il misantropo (58736)
58737,Il misantropo,,Il misantropo,1984-12-15,1984-12-15,15/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/15-12-1984 Il misantropo (58737)
58738,Il misantropo,,Il misantropo,1984-12-16,1984-12-16,16/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/16-12-1984 Il misantropo (58738)
58739,Il misantropo,,Il misantropo,1984-12-17,1984-12-17,17/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/17-12-1984 Il misantropo (58739)
58740,Una donna tutta sbagliata,,Una donna tutta sbagliata,1984-12-21,1984-12-21,21/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/21-12-1984 Una donna tutta sbagliata (58740)
58741,Una donna tutta sbagliata,,Una donna tutta sbagliata,1984-12-22,1984-12-22,22/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/22-12-1984 Una donna tutta sbagliata (58741)
58742,Una donna tutta sbagliata,,Una donna tutta sbagliata,1984-12-23,1984-12-23,23/12/1984,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/23-12-1984 Una donna tutta sbagliata (58742)
58743,Amleto,,Amleto,1985-01-03,1985-01-03,03/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/03-01-1985 Amleto (58743)
58744,Amleto,,Amleto,1985-01-04,1985-01-04,04/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/04-01-1985 Amleto (58744)
58745,Amleto,,Amleto,1985-01-05,1985-01-05,05/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/05-01-1985 Amleto (58745)
58746,Amleto,,Amleto,1985-01-06,1985-01-06,06/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/06-01-1985 Amleto (58746)
58747,Amleto,,Amleto,1985-01-07,1985-01-07,07/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/07-01-1985 Amleto (58747)
58748,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-22,1985-01-22,22/01/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/22-01-1985 Uno sguardo dal ponte (58748)
58749,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-23,1985-01-23,23/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/23-01-1985 Uno sguardo dal ponte (58749)
58750,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-24,1985-01-24,24/01/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/24-01-1985 Uno sguardo dal ponte (58750)
58751,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-25,1985-01-25,25/01/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/25-01-1985 Uno sguardo dal ponte (58751)
58752,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-26,1985-01-26,26/01/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/26-01-1985 Uno sguardo dal ponte (58752)
58753,Uno sguardo dal ponte,,Uno sguardo dal ponte,1985-01-27,1985-01-27,27/01/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/27-01-1985 Uno sguardo dal ponte (58753)
58754,Le furberie di Scapino,,Le furberie di Scapino,1985-02-12,1985-02-12,12/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/12-02-1985 Le furberie di Scapino (58754)
58755,Le furberie di Scapino,,Le furberie di Scapino,1985-02-13,1985-02-13,13/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/13-02-1985 Le furberie di Scapino (58755)
58756,Le furberie di Scapino,,Le furberie di Scapino,1985-02-14,1985-02-14,14/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/14-02-1985 Le furberie di Scapino (58756)
58757,Le furberie di Scapino,,Le furberie di Scapino,1985-02-15,1985-02-15,15/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/15-02-1985 Le furberie di Scapino (58757)
58758,Le furberie di Scapino,,Le furberie di Scapino,1985-02-16,1985-02-16,16/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/16-02-1985 Le furberie di Scapino (58758)
58759,Le furberie di Scapino,,Le furberie di Scapino,1985-02-17,1985-02-17,17/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/17-02-1985 Le furberie di Scapino (58759)
58760,Magnificat,,Magnificat,1985-02-19,1985-02-19,19/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/19-02-1985 Magnificat (58760)
58761,Magnificat,,Magnificat,1985-02-20,1985-02-20,20/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/20-02-1985 Magnificat (58761)
58762,Magnificat,,Magnificat,1985-02-21,1985-02-21,21/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/21-02-1985 Magnificat (58762)
58763,Magnificat,,Magnificat,1985-02-22,1985-02-22,22/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/22-02-1985 Magnificat (58763)
58764,Magnificat,,Magnificat,1985-02-23,1985-02-23,23/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/23-02-1985 Magnificat (58764)
58765,Magnificat,,Magnificat,1985-02-24,1985-02-24,24/02/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/24-02-1985 Magnificat (58765)
58766,I demoni,,I demoni,1985-03-04,1985-03-04,04/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/04-03-1985 I demoni (58766)
58767,I demoni,,I demoni,1985-03-05,1985-03-05,05/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/05-03-1985 I demoni (58767)
58768,Fedra,,Fedra,1985-03-27,1985-03-27,27/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/27-03-1985 Fedra (58768)
58769,Fedra,,Fedra,1985-03-28,1985-03-28,28/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/28-03-1985 Fedra (58769)
58770,Fedra,,Fedra,1985-03-29,1985-03-29,29/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/29-03-1985 Fedra (58770)
58771,Fedra,,Fedra,1985-03-30,1985-03-30,30/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/30-03-1985 Fedra (58771)
58772,Fedra,,Fedra,1985-03-31,1985-03-31,31/03/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/31-03-1985 Fedra (58772)
58773,Delitto e castigo,,Delitto e castigo,1985-04-01,1985-04-01,01/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/01-04-1985 Delitto e castigo (58773)
58774,Delitto e castigo,,Delitto e castigo,1985-04-02,1985-04-02,02/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/02-04-1985 Delitto e castigo (58774)
58775,Delitto e castigo,,Delitto e castigo,1985-04-03,1985-04-03,03/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/03-04-1985 Delitto e castigo (58775)
58776,Delitto e castigo,,Delitto e castigo,1985-04-04,1985-04-04,04/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/04-04-1985 Delitto e castigo (58776)
58777,Delitto e castigo,,Delitto e castigo,1985-04-05,1985-04-05,05/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/05-04-1985 Delitto e castigo (58777)
58778,Caligola,,Caligola,1985-04-10,1985-04-10,10/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/10-04-1985 Caligola (58778)
58779,Caligola,,Caligola,1985-04-11,1985-04-11,11/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/11-04-1985 Caligola (58779)
58780,Caligola,,Caligola,1985-04-12,1985-04-12,12/04/1985,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/12-04-1985 Caligola (58780)
58781,Caligola,,Caligola,1985-04-13,1985-04-13,13/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/13-04-1985 Caligola (58781)
58782,Caligola,,Caligola,1985-04-14,1985-04-14,14/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/14-04-1985 Caligola (58782)
58783,"Provaci ancora, Sam",,"Provaci ancora, Sam",1985-04-22,1985-04-22,22/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/22-04-1985 Provaci ancora, Sam (58783)"
58784,"Provaci ancora, Sam",,"Provaci ancora, Sam",1985-04-23,1985-04-23,23/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/23-04-1985 Provaci ancora, Sam (58784)"
58785,Assassinio nella cattedrale,,Assassinio nella cattedrale,1985-04-30,1985-04-30,30/04/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/30-04-1985 Assassinio nella cattedrale (58785)
58786,Assassinio nella cattedrale,,Assassinio nella cattedrale,1985-05-01,1985-05-01,01/05/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/01-05-1985 Assassinio nella cattedrale (58786)
58787,Assassinio nella cattedrale,,Assassinio nella cattedrale,1985-05-02,1985-05-02,02/05/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/02-05-1985 Assassinio nella cattedrale (58787)
58788,Assassinio nella cattedrale,,Assassinio nella cattedrale,1985-05-03,1985-05-03,03/05/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/03-05-1985 Assassinio nella cattedrale (58788)
58789,Assassinio nella cattedrale,,Assassinio nella cattedrale,1985-05-04,1985-05-04,04/05/1985,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/04-05-1985 Assassinio nella cattedrale (58789)
58790,L'italiana in Algeri,,L'italiana in Algeri,1983-12-20,1983-12-20,20/12/1983,Reggio Emilia,1911,Teatro Municipale Valli,8715,1813 L'Italiana in Algeri,69419,/Recite/20-12-1983 L'italiana in Algeri (58790)
58791,L'italiana in Algeri,,L'italiana in Algeri,1983-12-22,1983-12-22,22/12/1983,Reggio Emilia,1911,Teatro Municipale Valli,8715,1813 L'Italiana in Algeri,69419,/Recite/22-12-1983 L'italiana in Algeri (58791)
58792,Salome,,Salome,1984-02-17,1984-02-17,17/02/1984,Reggio Emilia,187,Teatro Municipale Valli,8715,"1903 - 1905 Salome, op. 54",70577,/Recite/17-02-1984 Salome (58792)
58793,Salome,,Salome,1984-02-19,1984-02-19,19/02/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1903 - 1905 Salome, op. 54",70577,/Recite/19-02-1984 Salome (58793)
58794,Salome,,Salome,1984-02-22,1984-02-22,22/02/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1903 - 1905 Salome, op. 54",70577,/Recite/22-02-1984 Salome (58794)
58795,Il trovatore,,Il trovatore,1984-03-10,1984-03-10,10/03/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,1853 Il Trovatore,69423,/Recite/10-03-1984 Il trovatore (58795)
58796,Il trovatore,,Il trovatore,1984-03-13,1984-03-13,13/03/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,1853 Il Trovatore,69423,/Recite/13-03-1984 Il trovatore (58796)
58797,Madama Butterfly,,Madama Butterfly,1984-04-01,1984-04-01,01/04/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,1904 Madama Butterfly,69371,/Recite/01-04-1984 Madama Butterfly (58797)
58798,Madama Butterfly,,Madama Butterfly,1984-04-02,1984-04-02,02/04/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,1904 Madama Butterfly,69371,/Recite/02-04-1984 Madama Butterfly (58798)
58799,La dama di picche,,La dama di picche,1984-04-04,1984-04-04,04/04/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1890 Pikovaja dama - La dama di picche, op. 68",69322,/Recite/04-04-1984 La dama di picche (58799)
58800,La dama di picche,,La dama di picche,1984-04-05,1984-04-05,05/04/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,"1890 Pikovaja dama - La dama di picche, op. 68",69322,/Recite/05-04-1984 La dama di picche (58800)
58801,La pazzia senile - La saviezza giovenile,,La pazzia senile / La saviezza giovenile,1984-05-09,1984-05-09,09/05/1984,Reggio Emilia,187,Teatro Municipale Valli,8715,"1628 La saviezza giovenile, 3voci n. V libro",70817,/Recite/09-05-1984 La pazzia senile - La saviezza giovenile (58801)
58802,Monsieur Ornifle,,Monsieur Ornifle,1983-10-26,1983-10-26,26/10/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/26-10-1983 Monsieur Ornifle (58802)
58803,Monsieur Ornifle,,Monsieur Ornifle,1983-10-27,1983-10-27,27/10/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/27-10-1983 Monsieur Ornifle (58803)
58804,Monsieur Ornifle,,Monsieur Ornifle,1983-10-28,1983-10-28,28/10/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/28-10-1983 Monsieur Ornifle (58804)
58805,Monsieur Ornifle,,Monsieur Ornifle,1983-10-29,1983-10-29,29/10/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/29-10-1983 Monsieur Ornifle (58805)
58806,Monsieur Ornifle,,Monsieur Ornifle,1983-10-30,1983-10-30,30/10/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,/Recite/30-10-1983 Monsieur Ornifle (58806)
58807,"04-11-1983 Lindsay Kemp Company.
Nijinski",,"Lindsay Kemp Company.
Nijinski",1983-11-04,1983-11-04,04/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/04-11-1983 Lindsay Kemp Company.
Nijinski (58807)"
58808,"05-11-1983 Lindsay Kemp Company.
Nijinski",,"Lindsay Kemp Company.
Nijinski",1983-11-05,1983-11-05,05/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/05-11-1983 Lindsay Kemp Company.
Nijinski (58808)"
58809,"06-11-1983 Lindsay Kemp Company.
Nijinski",,"Lindsay Kemp Company.
Nijinski",1983-11-06,1983-11-06,06/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/06-11-1983 Lindsay Kemp Company.
Nijinski (58809)"
58810,"06-11-1983 Lindsay Kemp Company.
Nijinski",,"Lindsay Kemp Company.
Nijinski",1983-11-06,1983-11-06,06/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/06-11-1983 Lindsay Kemp Company.
Nijinski (58810)"
58811,"08-11-1983 Parola magica Parola musica.
Metamorfosi di un'attrice",,"Parola magica Parola musica.
Metamorfosi di un'attrice",1983-11-08,1983-11-08,08/11/1983,Reggio Emilia,1911,Teatro Ariosto,9415,,,"/Recite/08-11-1983 Parola magica Parola musica.
Metamorfosi di un'attrice (58811)"
58812,Delitto e delitto,,Delitto e delitto,1983-11-10,1983-11-10,10/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/10-11-1983 Delitto e delitto (58812)
58813,Delitto e delitto,,Delitto e delitto,1983-11-11,1983-11-11,11/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/11-11-1983 Delitto e delitto (58813)
58814,Delitto e delitto,,Delitto e delitto,1983-11-12,1983-11-12,12/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/12-11-1983 Delitto e delitto (58814)
58815,Delitto e delitto,,Delitto e delitto,1983-11-13,1983-11-13,13/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/13-11-1983 Delitto e delitto (58815)
58816,Sogno di una notte di mezza estate,,Sogno di una notte di mezza estate,1983-11-25,1983-11-25,25/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/25-11-1983 Sogno di una notte di mezza estate (58816)
58817,Sogno di una notte di mezza estate,,Sogno di una notte di mezza estate,1983-11-26,1983-11-26,26/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/26-11-1983 Sogno di una notte di mezza estate (58817)
58818,Sogno di una notte di mezza estate,,Sogno di una notte di mezza estate,1983-11-27,1983-11-27,27/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/27-11-1983 Sogno di una notte di mezza estate (58818)
58819,Sogno di una notte di mezza estate,,Sogno di una notte di mezza estate,1983-11-28,1983-11-28,28/11/1983,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/28-11-1983 Sogno di una notte di mezza estate (58819)
58820,"07-01-1984 Non essere. 
Recital in due tempi",,"Non essere. 
Recital in due tempi",1984-01-07,1984-01-07,07/01/1984,Reggio Emilia,1911,Teatro Municipale Valli,8715,,,"/Recite/07-01-1984 Non essere. 
Recital in due tempi (58820)"
